,cookingMinutes,num_ingredients,preparationMinutes,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,Calories,Fat,Saturated_Fat,Carbohydrates,Sugar,Cholesterol,Sodium,Protein,Vitamin_K,Vitamin_A,Vitamin_C,Manganese,Folate,Fiber,Copper,Magnesium,Phosphorus,Vitamin_B6,Potassium,Vitamin_B1,Iron,Vitamin_B2,Vitamin_E,Zinc,Vitamin_B5,Vitamin_B3,Calcium,Selenium,num_words_instructions,num_steps_instructions,whole30,vegan,vegetarian,paleo,primal,aggregateLikes,ingredients_list,ingredient_types,title,spoonacularSourceUrl
9,-0.0758119499109135,-0.7569777396942434,-0.18837475394353798,-0.8929967740783054,-0.4768090548928496,-0.7756447404789834,-1.209961672160703,-0.6001049495552595,-0.92925562193027,-0.7169847395416944,0.5763302690255926,2.2600418332381738,-0.40646578161559715,-0.913264346707304,-0.874090518339672,0.792916830219804,-0.025954140325437268,0.46227071734009095,-0.47014639599328806,-0.7267424943693644,-0.4528153881297547,0.5377540718694264,-0.2977498708220124,-0.9022103536151866,-0.05007715613965112,-0.07214501896332125,-0.4432185900404766,-0.40013874010636596,-0.4914696954503786,-0.9285359532205483,-0.9130642281591965,-0.5474139695718495,-0.49219839555256506,-0.3359620526966721,-0.6211045948864605,-1.3091405005083685,-1.2437819530180743,True,True,True,1,1,8213,"['apple', 'bananas', 'ground flaxseed', 'ice cubes', 'kale', 'orange juice', 'water']","Counter({'Produce': 3, 'Beverages': 2, 'Health Foods;Baking': 1, 'Frozen': 1})",Green Smoothie,https://spoonacular.com/green-smoothie-695486
13,-0.0758119499109135,-0.7569777396942434,-0.18837475394353798,-0.4851512535643503,-0.4768090548928496,0.024401407513779238,-0.8479144931778476,-0.7970425694478878,-0.5100467700205623,-0.45563963445769606,-1.4593887305441455,-0.6160361808969891,0.1787603006277172,-0.5333845506551046,0.5129811344451496,-0.700011175531603,-0.49092249849947284,0.2635439092430389,-1.3791351108676166,-0.8540269973970052,-1.1155229318409778,-0.8412617991599451,-1.1290200560143187,-0.6418459181289575,-0.2995036043448086,-1.0676141930537235,-0.9792404275481079,-0.34060956565987105,-0.6949768157196866,-0.21309353863155106,-0.80053821181028,-0.6515759256811984,1.0375568871964411,-1.0706265020661718,2.257148837820581,-1.3091405005083685,-1.2437819530180743,True,False,False,0,0,7001,"['cherry tomatoes', 'lemon juice', 'light tuna', 'olive oil', 'bell pepper', 'salt', 'scallions']","Counter({'Produce': 4, 'Canned and Jarred;Seafood': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",Tuscan-Style Tuna Salad,https://spoonacular.com/tuscan-style-tuna-salad-696698
19,,-1.597752718991811,,-0.6293762448192851,0.17518019816425848,-0.7756447404789834,-1.3909852616521308,-1.2694902348890775,-1.0580583416964207,-0.7885435183146939,-0.6073109879618067,0.34813697124877174,-0.40646578161559715,-0.92943947798977,-0.9496630942008201,0.7790410910418275,-0.056642917365593036,0.33387417759980415,-0.8437034021060259,-0.8739322098436002,-0.70634515061492,0.43836554062406613,-0.8239132902044014,-1.0236393446237688,-0.7407965511693183,-0.6711205561255394,-0.7290969033778799,-0.40162696946752835,-0.6659043699669283,-0.9383814910359932,-0.9833929883772695,-0.5964313606821313,-0.6462006052252838,-0.293372809254962,-0.6987067019785317,-1.2241203355188655,-0.6290627011145778,True,True,True,1,1,3431,"['cucumber', 'granny smith apple', 'kale', 'lemon']",Counter({'Produce': 4}),Green Lemonade,https://spoonacular.com/green-lemonade-473243
20,,1.7653471981984592,,-1.112780937085826,0.17518019816425848,0.8244475555065419,-1.3909852616521308,-1.4827502068162477,-1.086858949842889,-0.7978772720676938,-1.1062308488508321,-0.5913740174438089,-0.40646578161559715,-0.345201281317844,-0.9291955215717592,0.10840292628382235,0.12944787862364546,0.5407352694035993,-0.9059629031248154,-0.5942484240217164,-0.7528790943621971,-0.3815898421501546,-1.0119329054407675,-0.9959697487045418,-0.6832366015835128,-0.7403881059978913,-0.8005664817122308,-0.42841509796845106,-0.5786870327086534,-0.6462972025111273,-0.9271299802028111,-0.4922694045727825,-0.5581993425551588,-0.458761037953603,-0.6058457536043118,-0.021692287810178946,0.3954693853912492,True,True,True,1,1,174563,"['broccoli', 'carrots', 'cayenne pepper', 'celery stalks', 'cinnamon', 'fresh ginger', 'garlic', 'juice of lemon', 'kale', 'purple cabbage', 'red onion', 'sea-salt', 'tomatoes', 'turmeric', 'water', 'water']","Counter({'Produce': 9, 'Spices and Seasonings': 4, 'Beverages': 2, 'Produce;Ethnic Foods;Spices and Seasonings': 1})",Cleansing Detox Soup,https://spoonacular.com/cleansing-detox-soup-677670
22,-0.0758119499109135,-0.7569777396942434,-0.18837475394353798,-1.0005464543319855,-0.4768090548928496,0.024401407513779238,-1.209961672160703,-1.3629779132662296,-0.8180532738091834,-0.6578709657726948,-1.2214008077215177,-0.5596655215754343,-0.40646578161559715,-0.9028660480257189,-0.9827260961400723,-0.40398412531267525,-0.45429232853821605,1.3683047794450383,-1.1300971067924581,-0.4339959128794028,-0.7304144318635116,-0.8785324983769551,-1.211612651854583,-1.0956625390971706,-0.5297434026880311,-0.9997746384201974,-0.8363012708794062,-0.47752666688680934,-0.5496145869558952,-0.19012061706217964,-0.9904258643990766,-0.4003617962410041,-0.5537992794216525,-0.8272999578692013,-0.6001781839852279,-0.3010442584899748,-0.6290627011145778,True,True,True,0,0,3303,"['broccoli', 'garlic', 'lemon juice', 'lemon zest', 'olive oil', 'bell pepper', 'salt']","Counter({'Produce': 5, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",lemon garlic broccoli,https://spoonacular.com/lemon-garlic-broccoli-524349
39,-0.0758119499109135,-0.47671941326172096,-0.5463066992009477,-0.14530229505272166,-0.5699503767581507,-1.1756678144753647,0.05720345427929114,0.4599473891294398,0.7283793802775818,0.24439189701729955,0.6618079728749295,1.783240006476689,-0.40646578161559715,-0.82293354795639,-0.6583937914026453,0.24059472440376423,-0.1445909077366838,-0.4894404763488764,-0.2584640925294033,0.6478834854874832,0.6463484555559301,-0.10827138122541438,0.44849852453472805,-0.26210861871943913,0.31446919123711786,0.8356491597789077,0.16427282580150543,-0.15755735423689923,-0.08445545491176285,0.11180920927813122,-0.10428348565135831,0.25524580985901485,-0.17246047451777752,-0.46096148219809135,-0.39832551216708795,-0.9812055784059994,-1.0388755357169088,True,True,True,1,1,1937,"['avocado', 'banana', 'dates', 'fresh ginger root', 'juice of lemon', 'spinach', 'tahini', 'water']","Counter({'Produce': 4, 'Dried Fruits;Produce': 1, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Ethnic Foods;Health Foods': 1, 'Beverages': 1})",Creamy Ginger Green Smoothie,https://spoonacular.com/creamy-ginger-green-smoothie-538019
41,-0.06653133017005695,-0.7569777396942434,-0.18837475394353798,-0.7232061463224958,-0.3836677330275484,0.8244475555065419,-0.6668909036864198,-1.1100940246758955,-0.0948380025756419,-0.3591908456766966,-1.5583629139486412,-0.8978894775047633,-0.40646578161559715,-0.6949000743940139,-1.1346584621942555,-0.14284948263641525,-0.37540798248835383,-0.7061878514270212,-0.482598296197046,-0.5765980989225873,-1.0834305568428557,-0.754296834320255,-1.0020541831932066,-1.3671300608439814,-1.1629028481318928,-1.4186271597042408,-0.9792404275481079,-0.4358562447742629,-0.8694114902362363,-0.36405845180170643,-1.0185573684863058,-0.8660270117886811,-0.6916679242715149,-0.9043155064262938,-0.7008865364474102,-0.5318132777471974,-0.21924986651224707,True,True,True,0,0,29013,"['baby spinach', 'black pepper', 'olive oil', 'pecan', 'salt', 'strawberries', 'vinegar']","Counter({'Produce': 2, 'Spices and Seasonings': 2, 'Oil, Vinegar, Salad Dressing': 2, 'Nuts;Baking': 1})",Spinach Strawberry Salad with Strawberry Vinaigrette,https://spoonacular.com/spinach-strawberry-salad-with-strawberry-vinaigrette-595916
44,-0.0758119499109135,-0.1964610868291984,-0.18837475394353798,-0.5469906465664661,-0.4768090548928496,0.024401407513779238,-0.4858673141949921,-0.6910598491684311,0.14676709909751023,-0.41519336819469627,-1.0612425836669703,-0.376460878780381,-0.40646578161559715,-0.429354406022102,-0.9402165222181765,-0.2871571700873708,-0.022583690256147367,0.011631399986511502,-0.42033879517825634,-0.7109582829371036,-0.5779756506224313,-0.6673318694805649,-1.055820343622555,-1.0053104403205866,-0.8175431506170593,-0.9119040272858836,-0.40748380087330116,-0.40311519882869074,-0.7821941529779614,-0.6462972025111273,-0.7372423276140143,-0.6270672301260574,-0.5816663459338587,-0.8319847746477894,-0.6520582443445339,-0.2646070449230449,-0.6290627011145778,True,True,True,0,0,1151,"['apple cider vinegar', 'brussel sprouts', 'carrots', 'garlic', 'ginger', 'hemp oil', 'juice of orange', 'pecans', 'salt']","Counter({'Produce': 3, 'Oil, Vinegar, Salad Dressing': 2, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Beverages': 1, 'Nuts;Baking': 1, 'Spices and Seasonings': 1})",Brussel Sprouts Salad with Orange Ginger Dressing,https://spoonacular.com/brussel-sprouts-salad-with-orange-ginger-dressing-496200
49,-0.0758119499109135,-1.0372360661267659,-0.5463066992009477,-0.19034332480426275,-0.5699503767581507,-0.7756447404789834,-0.8479144931778476,-0.8296309895444388,-0.7772524122683531,-0.6952059807846944,-0.23300862163207803,1.2618114077523064,-0.40646578161559715,-0.9085014071751494,-0.7890713704958805,0.8350855400143374,-0.04308424139444499,-0.03229373202990243,-0.6693767992534149,-0.8363766722978759,-1.016036569346799,0.3886712750013863,-0.857274221073214,-0.661291005707013,-0.5297434026880311,-0.6049046125169794,-0.8005664817122308,-0.31084497843662356,-0.63683192421417,-0.8497716506969889,-1.067787500638957,-0.6270672301260574,-0.5317989637541213,-0.3588182800103899,-0.6769083572897476,-0.884039675560853,-0.6290627011145778,True,True,True,1,1,1498,"['banana', 'berries', 'hemp seeds', 'kale', 'pomegranate juice', 'water']","Counter({'Produce': 3, 'Beverages': 2, 'Health Foods': 1})",Hide Your Kale Smoothie,https://spoonacular.com/hide-your-kale-smoothie-500244
50,,-1.8780110454243335,,1.683510749509855,-0.5699503767581507,-1.1756678144753647,-1.3909852616521308,-0.44813822371642087,-0.6524497769669897,-0.7387634982986943,0.4688083152361633,1.9429568745544272,-0.40646578161559715,-0.10575746473848306,-0.6513088624156627,2.5536127588398694,0.6974724974858854,0.9963802998074826,0.09018911317581864,-0.7695853539712154,-0.0051267569059503275,1.6558750483797273,-0.4828544532640162,-0.7450047513225087,-0.3186902542067438,-0.4162331867844648,-0.40748380087330116,-0.2810803912133762,-0.28796257518107077,-0.5445599784181966,-0.7864724597666654,-0.6393215779036279,-0.33672949816867753,2.459311958527569,-0.6738565890333179,-0.9204768891277829,-1.0388755357169088,True,False,False,0,0,3350,"['almond milk', 'berries', 'kale']","Counter({'Produce': 2, 'Milk, Eggs, Other Dairy': 1})",Kale and Mixed Berry Smoothie,https://spoonacular.com/kale-and-mixed-berry-smoothie-619608
51,-0.0758119499109135,0.08379723960332408,-0.5463066992009477,1.5916886205067133,-0.5699503767581507,-0.7756447404789834,-0.1238201352121366,0.008606213388088896,0.3523714405875768,0.16038811324030008,-1.544866434393483,-0.9624808579773784,1.739669067222586,-0.12650690428450342,1.48361640566177,-0.504295566589559,-0.6910233406059911,-0.9215586554163326,-1.3915870110713746,-0.6848326916009476,-1.1139183130910717,-0.39401340855582456,-0.6690926595704944,0.4843830062181766,1.3889215835054893,-0.1169214724108822,0.23574240413585634,-0.3272155014094097,0.8458628091765021,-0.649579048449609,-0.5473546750252175,0.8802175465151079,1.2179594756701975,-0.7974874874600042,2.0805822458414305,0.02689066361239424,-0.42415628381341247,True,False,False,1,1,3527,"['arugula', 'coconut flour', 'dijon mustard', 'fresh parsley', 'juice of lemon', 'olive oil', 'red onion', 'salmon fillets', 'salt and pepper', 'white wine vinegar']","Counter({'Produce': 4, 'Oil, Vinegar, Salad Dressing': 2, 'Gluten Free;Health Foods;Baking': 1, 'Condiments': 1, 'Seafood': 1, 'Spices and Seasonings': 1})",Simple Herb Crusted Salmon,https://spoonacular.com/simple-herb-crusted-salmon-509646
58,,0.08379723960332408,,-0.476116277314041,-0.3836677330275484,0.42442448151016055,-1.3909852616521308,-1.3173878955145781,-0.9340557232880148,-0.7076509857886943,-0.9811634716396969,-0.2390573966840911,-0.40646578161559715,-0.8645974794084561,-0.8426019450641937,0.0032857411940785137,0.6089918683778753,0.4572650042897873,-0.5199539968083198,1.4594096663668272,-0.26988885064045826,-0.5430962054238647,-0.551195777665176,-0.7797239258198826,0.06504274303196021,0.07442988959175725,-0.37174901170612573,-0.21113361123874463,-0.3751799124393455,-0.7742891941119112,-0.5754861791124467,-0.5167781001279234,-0.503931897241915,0.5391049358856653,-0.6001781839852279,-1.3091405005083685,-1.2437819530180743,True,True,True,1,1,832,"['black sesame seeds', 'celery', 'cilantro', 'cucumbers', 'napa cabbage', 'red bell pepper', 'red cabbage', 'romaine lettuce', 'slivered almonds', 'yellow bell pepper']","Counter({'Produce': 7, 'Ethnic Foods;Spices and Seasonings': 1, 'Produce;Spices and Seasonings': 1, 'Baking': 1})",Chinese Chop Salad + Peanut Sesame Dressing,https://spoonacular.com/chinese-chop-salad-+-peanut-sesame-dressing-616564
60,-0.05725071042920042,-1.0372360661267659,-0.5463066992009477,-0.8000369073251247,-0.3836677330275484,0.024401407513779238,-0.8479144931778476,-0.884113874956289,-0.18363987769391962,-0.3280783331666968,-1.090934838688319,-1.1327672246779086,-0.40646578161559715,-0.11054398317921273,-0.722945366617376,3.2640506047522657,1.0847305112796808,1.4477704741186073,-0.14639699069558215,-0.8509168079522247,-1.4685390568203218,2.214935536634878,-0.4480360059980226,-0.7332554536922636,-0.45299680324029035,-0.3792226800466818,-0.6218925358763536,-0.2676863269629148,-0.4914696954503786,-0.5379962865412333,-0.7864724597666654,-0.8537726640111107,-0.5185987743536026,0.5622450914889946,-0.664265317370253,-0.556104753458484,-0.42415628381341247,True,True,True,1,1,560,"['garlic', 'kale', 'olive oil', 'red wine vinegar', 'salt and pepper', 'vegetable stock']","Counter({'Produce': 2, 'Oil, Vinegar, Salad Dressing': 2, 'Spices and Seasonings': 1, 'Canned and Jarred': 1})",Sauteed Kale,https://spoonacular.com/sauteed-kale-286168
62,,-0.7569777396942434,,2.641419009292632,0.17518019816425848,0.024401407513779238,-0.1238201352121366,0.32295219998435315,0.47077394074528056,0.16661061574230004,-1.0796877723923537,-0.183861126098402,1.767198322365353,-0.0010671106653797802,1.696951489603136,-0.7071182614520299,-0.5319905924522579,-0.6695210033335475,-0.993126204551121,-0.42116638141968343,-0.5859987443719618,-0.23250704528211447,-0.16543977121123615,0.8145382696280613,1.8685878300538694,0.743377193456433,0.6645598741419615,-0.1739278772096853,1.2528770497151176,-0.47235936777160054,-0.3223026423273843,1.0456512415123087,1.4482294463236909,-0.49716233912354496,2.0038520725369104,1.0106954299195012,0.19056296809008377,True,False,False,1,1,757517,"['fresh green beans', 'grape tomatoes', 'lemon juice', 'olive oil', 'pesto', 'salmon fillets', 'salt and pepper']","Counter({'Produce': 3, 'Oil, Vinegar, Salad Dressing': 1, 'Pasta and Rice': 1, 'Seafood': 1, 'Spices and Seasonings': 1})",Pesto Salmon and Italian Veggies in Foil,https://spoonacular.com/pesto-salmon-and-italian-veggies-in-foil-773578
63,-0.020128231465774252,0.6443138924683691,0.16955719131387167,1.3786639582494242,0.17518019816425848,0.024401407513779238,-0.30484372470356436,-0.055951503107151246,0.31557066351153373,0.023493058196300976,-1.3284728788591085,-0.42461081695087577,1.3820181608261428,-0.36507830124658863,1.1466886716141516,-0.7599137568609161,-0.703031324006974,-0.5790427399493104,-0.980674304347363,-0.5168047068466828,-0.9727118630993341,-0.3567427093388146,-0.40171937382093326,0.5182797298814337,1.6959079812964528,0.5411104705871536,0.23574240413585634,-0.27959216185221375,1.1365872667040848,-0.4789230596485638,-0.32933551834919145,0.7454197209618328,1.0302234486405972,-0.7989781109804641,1.5434710327097922,0.8163636242292086,-0.014343449211081638,True,False,False,1,1,372404,"['dried marjoram', 'fresh thyme', 'garlic', 'lemon juice', 'olive oil', 'oregano', 'roma tomatoes', 'salmon fillets', 'salt and pepper', 'shallots', 'yellow squash', 'zucchini']","Counter({'Produce': 7, 'Spices and Seasonings': 2, 'Oil, Vinegar, Salad Dressing': 1, 'Produce;Spices and Seasonings': 1, 'Seafood': 1})",Salmon and Summer Veggies in Foil,https://spoonacular.com/salmon-and-summer-veggies-in-foil-773183
64,-0.05725071042920042,-1.0372360661267659,-0.5463066992009477,-0.8000369073251247,-0.3836677330275484,0.024401407513779238,-0.8479144931778476,-0.884113874956289,-0.18363987769391962,-0.3280783331666968,-1.090934838688319,-1.1327672246779086,-0.40646578161559715,-0.11054398317921273,-0.722945366617376,3.2640506047522657,1.0847305112796808,1.4477704741186073,-0.14639699069558215,-0.8509168079522247,-1.4685390568203218,2.214935536634878,-0.4480360059980226,-0.7332554536922636,-0.45299680324029035,-0.3792226800466818,-0.6218925358763536,-0.2676863269629148,-0.4914696954503786,-0.5379962865412333,-0.7864724597666654,-0.8537726640111107,-0.5185987743536026,0.5622450914889946,-0.664265317370253,-0.556104753458484,-0.42415628381341247,True,True,True,1,1,508,"['garlic', 'kale', 'olive oil', 'red wine vinegar', 'salt and pepper', 'vegetable stock']","Counter({'Produce': 2, 'Oil, Vinegar, Salad Dressing': 2, 'Spices and Seasonings': 1, 'Canned and Jarred': 1})",Sauteed Kale,https://spoonacular.com/sauteed-kale-966111
67,-0.06281908227371434,-0.1964610868291984,-0.9042386444583572,0.8340222047307879,-0.5326938480120302,-0.7756447404789834,3.1346044756335627,2.5126801513769523,4.694863135560656,2.4409352802232855,-0.07959863735511005,-0.620733735840452,-0.40646578161559715,-0.4656423463190628,-0.6143097888169755,-0.4575580158461796,-0.6610868471427215,-0.40396792601494286,-0.7316363002722044,1.3654819451344569,3.016370349167253,0.040811415642625914,0.26112669436377556,-0.33054827741561627,0.813322087647433,2.0755598202304815,-0.22880985503742413,-0.2825686205745385,0.46792101439064454,2.53381151187758,0.43021509200599584,2.5284273225983327,0.31007978245674117,-0.8388700356708659,-0.6551100126009637,-0.2160240935004717,-0.21924986651224707,True,True,True,1,1,1392,"['avocados', 'cilantro', 'garlic', 'jalapeno', 'juice of lime', 'olive oil', 'red onion', 'salt and pepper', 'tomatoes']","Counter({'Produce': 5, 'Produce;Spices and Seasonings': 1, 'Canned and Jarred;Produce;Ethnic Foods': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",Grilled Guacamole,https://spoonacular.com/grilled-guacamole-548436
68,0.07082184199461986,-0.47671941326172096,-0.18837475394353798,-0.9970663153318664,0.9948238305789086,1.6244937034993046,0.23822704377071888,-0.00028665427211004187,-0.0372367862827049,-0.21607328813069757,0.3203470401294197,-1.146859889508297,-0.40646578161559715,-0.4500802666595474,-0.5434604989471492,-0.7734172201097274,-0.7883369869532645,-0.5622736012307934,1.2731196325328213,-0.7557450109419424,0.0654764680899187,0.9974260288792169,-0.33434972701789406,-0.8241950173503598,0.37202914082292354,0.9880729803395872,-1.0149752167152832,1.1729196946422622,-0.6949768157196866,-0.35749475992474317,-0.5332889229816029,-0.2533096229101588,-0.20326091645232133,-0.38380396949619316,-0.6808320593337288,0.9864039542082147,-0.014343449211081638,True,True,True,0,0,15601,"['garlic cloves', 'ground pepper', 'juice of lemon', 'olive oil', 'oregano', 'potatoes', 'sea salt', 'water']","Counter({'Produce': 3, 'Spices and Seasonings': 2, 'Oil, Vinegar, Salad Dressing': 1, 'Produce;Spices and Seasonings': 1, 'Beverages': 1})",Greek Potatoes (Oven-Roasted and Delicious!),https://spoonacular.com/greek-potatoes-oven-roasted-and-delicious-238176
71,-0.06653133017005695,0.08379723960332408,-0.18837475394353798,-0.800103833075127,-0.3836677330275484,0.024401407513779238,-0.6668909036864198,-0.5199002886958725,-0.02203646531651325,-0.2658533081466972,-0.47504548832125365,0.523120892892765,-0.40646578161559715,-0.11646228923154353,-0.874090518339672,0.909134606651929,1.182124327993542,0.311974183004726,-0.45769449578953014,-0.8298452744638369,-0.5731617943727129,0.4880598062467462,-0.6358936749680353,-0.8327720046204388,-0.4721834531022256,-0.4889826976501177,-0.4432185900404766,-0.3287037307705721,-0.5496145869558952,0.25292858463284157,-0.8146039638538944,-0.6944661429026949,-0.4760648307297088,-0.1549577680694041,-0.5818675744466494,-0.47108458846898094,-0.6290627011145778,True,True,True,1,1,627,"['apple cider vinegar', 'apples', 'carrots', 'dried thyme', 'extra virgin olive oil', 'kale', 'pepper', 'raw sunflower seeds', 'red cabbage', 'sea salt']","Counter({'Produce': 4, 'Spices and Seasonings': 3, 'Oil, Vinegar, Salad Dressing': 2, 'Savory Snacks': 1})","Raw Kale Salad with Apples, Carrots & Purple Cabbage",https://spoonacular.com/raw-kale-salad-with-apples-carrots-purple-cabbage-539858
72,,0.6443138924683691,,2.3591261957829723,-0.4768090548928496,0.024401407513779238,0.4192506332621466,0.6291932945358797,0.8899827926549885,0.35950819330429873,-1.4278969449154426,-1.0106307961478729,2.455200290474996,-0.28281148922833255,2.3597859570519555,-0.7649225602715026,-0.7284804733897228,-0.9782483557110204,-1.291971809441311,-0.4647090336466099,-0.7913899443599438,-0.10827138122541438,-0.3333780494197735,1.2303459127624317,2.520933925359666,0.7718979750757182,0.736029452476312,-0.25280403335129104,1.6308188445009753,-0.41984983275589427,-0.1324149897385875,1.8299294992768174,1.9967706503008034,-0.9176601360380298,2.89104470137042,-0.5196675398915541,-0.42415628381341247,True,False,False,0,0,462647,"['ancho chili powder', 'avocado', 'black pepper', 'cilantro', 'ground cumin', 'juice of lime', 'light olive oil', 'onion powder', 'paprika', 'red onion', 'salmon', 'salt']","Counter({'Spices and Seasonings': 5, 'Produce': 3, 'Ethnic Foods;Spices and Seasonings': 1, 'Produce;Spices and Seasonings': 1, 'Oil, Vinegar, Salad Dressing': 1, 'Seafood': 1})",Whole30 grilled salmon with avocado salsa,https://spoonacular.com/whole30-grilled-salmon-with-avocado-salsa-622596
74,-0.0758119499109135,-0.47671941326172096,-0.18837475394353798,-0.8053240415753056,-0.4768090548928496,0.024401407513779238,-1.3909852616521308,-1.4777409332608193,-1.0996592201302084,-0.8040997745696938,-0.9933103032393394,0.0662836746409977,-0.40646578161559715,-0.9394605141341549,-1.125999104543499,0.4216561990432135,-0.34100830587695957,-0.37430907619189413,-1.1923566078112477,-0.9972512213291457,-1.0080134755972685,-0.23250704528211447,-1.2284550635553426,-1.3322933933703047,-1.0477829489602817,-1.2640515654960158,-1.0149752167152832,-0.47901489624797167,-0.8694114902362363,-0.9482270288514381,-1.1803135169878736,-0.7986280990120437,-0.6872678611380086,-0.7232402397266229,-0.7401235568872213,0.43984575070426635,-0.8339691184157433,True,True,True,1,1,5070,"['celery stalks', 'cucumber', 'ginger', 'green apples', 'kale', 'lemon juice', 'parsley leaves', 'water']","Counter({'Produce': 6, 'Produce;Ethnic Foods;Spices and Seasonings': 1, 'Beverages': 1})",Green Juice in a Blender,https://spoonacular.com/green-juice-in-a-blender-515839
77,-0.020128231465774252,-1.8780110454243335,-0.5463066992009477,-0.6252937740691455,-0.011102445566343832,-0.7756447404789834,-1.3909852616521308,-0.8850707024893485,-1.0988592032372508,-0.7916547695656938,0.2911046677599098,-0.07111980745529221,-0.40646578161559715,0.14658401483141578,-0.989023810795168,-0.7939939260126778,3.6191112830297487,-0.1245239949817457,-0.5324058970120777,-0.4500911432561418,-0.15917015689693667,-0.6052140374522148,0.39327484770819854,-0.9015641422455233,-0.2227570048970679,0.6117668925411027,0.05706845829997929,-0.1783925652931724,-0.8984839359889945,0.8830430048213161,-1.0185573684863058,-0.03273136291389068,-0.09912608895934003,0.07261075605413371,-0.6433389064690203,0.4762829642711962,1.0101886372947455,True,True,True,1,1,896,"['butternut squash', 'curry powder', 'vegetable broth']","Counter({'Produce': 1, 'Spices and Seasonings': 1, 'Canned and Jarred': 1})",Butternut Squash Soup,https://spoonacular.com/butternut-squash-soup-264116
83,-0.0015669919840611694,0.3640555660358466,-0.18837475394353798,0.03151553645332864,0.2683215200295596,-0.7756447404789834,-0.4858673141949921,0.47705771677944214,-0.13163877965168486,-0.06673322808269845,0.8485092733879552,0.7074999244236839,0.7979391308804438,-0.32383879014887307,0.6082340686034717,-0.6593992559863059,4.02767704274872,1.8733812262206688,-0.27091599273316125,0.09395874537208185,0.34468013057358177,-0.4809783733955147,0.9272116878755536,0.2569753505847848,1.1970550848861374,1.665627378794445,0.5573555066404352,0.010612563574448943,-0.2007452379227959,1.7264774110110972,0.04340691080659474,0.6780208081851954,0.9715559401938472,0.3013149933361171,0.13965763475210152,1.0592783813420745,0.6003758026924146,True,False,False,1,1,754,"['butternut squash', 'cooked chicken', 'garlic cloves', 'garlic powder', 'low sodium chicken broth', 'olive oil', 'parsley', 'red bell peppers', 'red pepper flakes', 'salt and pepper', 'white onion']","Counter({'Produce': 5, 'Spices and Seasonings': 3, 'Meat': 1, 'Canned and Jarred': 1, 'Oil, Vinegar, Salad Dressing': 1})",Roasted Red Pepper Butternut Squash Noodles with Chicken,https://spoonacular.com/roasted-red-pepper-butternut-squash-noodles-with-chicken-563797
86,-0.020128231465774252,-1.3174943925592884,-0.5463066992009477,-0.7805615140744583,-0.011102445566343832,-0.7756447404789834,-0.6668909036864198,-0.5764656810914401,0.0651653760158496,-0.18496077562069782,-0.7773666303568036,-0.46571442270617613,-0.40646578161559715,-0.30398534912870345,-0.6135225744850886,0.2592085208620254,-0.580129053803573,2.4317685169820327,-0.7440882004759624,0.27489401632218546,-0.18003020064571623,-0.766720400725925,-0.6846395011404266,-0.46325659414923354,-0.2995036043448086,-0.07899157147823883,-0.47895337920765196,-0.30786851971429885,-0.08445545491176285,0.4203027274954051,-0.5684533030906394,0.14495667986088084,-0.4789982061520463,-0.22480412731380872,-0.39832551216708795,-0.7382908212931335,-0.014343449211081638,True,True,True,1,1,18412,"['broccoli', 'garlic clove', 'juice of lemon', 'olive oil', 'salt and pepper']","Counter({'Produce': 3, 'Oil, Vinegar, Salad Dressing': 1, 'Spices and Seasonings': 1})",Super Simple Roasted Broccoli,https://spoonacular.com/super-simple-roasted-broccoli-496225
89,0.06339734620193463,-0.7569777396942434,0.16955719131387167,-0.6814444783210668,1.0134520949519688,0.024401407513779238,0.781297812245002,0.665721592709734,0.01876439622431706,-0.17873827311869783,1.4122122361417413,-1.1515574444517602,-0.40646578161559715,0.9693936084654269,-0.13961954668913934,-0.5637581854571313,-0.7512620361910751,-0.22939368338560573,2.7299919563724986,-0.4807265092872294,0.7971826180471043,1.9788877749271478,0.37141210175048117,-0.35739542250072603,1.3313616339196837,2.5398147654777357,-0.8363012708794062,2.079251375590147,-0.4914696954503786,-0.36405845180170643,-0.01988897338967076,0.10819363652816946,0.08420987493675369,0.042585339427728144,-0.6241563631428904,-0.09456671494403873,0.19056296809008377,True,True,True,0,0,21178,"['garlic', 'olive oil', 'parsley', 'potatoes', 'salt', 'salt and pepper', 'water']","Counter({'Produce': 3, 'Spices and Seasonings': 2, 'Oil, Vinegar, Salad Dressing': 1, 'Beverages': 1})",Roasted Potatoes With Garlic Sauce,https://spoonacular.com/roasted-potatoes-with-garlic-sauce-559162
