,ids,titles,aggregateLikes,spoonacularScore,healthScore,pricePerServing,readyInMinutes,servings,weightWatcherSmartPoints,veryHealthy,vegetarian,vegan,glutenFree,dairyFree,whole30,calories,fat,saturated_fat,carbs,sugar,cholesterol,sodium,protein
198,480013,Meatless Monday: Vegetarian Kale Caesar Salad,6418,100.0,94.0,85.92,40,4,2,True,False,False,False,False,False,119.13,5.61,1.26,13.85,0.73,2.55,455.53,5.71
199,506377,Warm White Bean and Kale Salad with Dried Cranberries and Cashews,2708,100.0,100.0,82.54,45,2,7,True,True,True,True,True,False,341.48,4.47,0.88,59.03,7.71,0.0,20.9,20.45
200,553553,Broccoli quinoa casserole,13953,100.0,100.0,300.92,45,5,12,True,False,False,True,False,False,534.55,9.42,2.11,68.01,4.76,21.34,2185.4,45.83
201,505275,Zucchini Noodles with Lime-Arugula Pesto,322,100.0,100.0,272.05,5,2,11,True,True,True,True,True,False,457.01,33.35,3.77,29.56,9.9,0.0,228.7,18.27
202,577803,Sesame Crusted Avocado and Cabbage Spring Rolls,16162,100.0,100.0,343.33,30,2,22,True,False,False,True,True,False,768.74,47.01,6.77,80.99,18.62,5.13,1405.93,17.96
203,549886,Simple Coconut Chicken Curry,26992,100.0,100.0,514.67,35,2,33,True,False,False,True,True,False,1035.66,64.88,45.76,58.19,18.74,145.15,496.51,70.81
204,482741,Pumpkin Banana Oatmeal,1882,100.0,75.0,112.48,6,4,9,True,True,False,True,False,False,364.74,12.13,1.51,53.97,15.32,2.45,204.08,0.36
205,951559,Curried Chickpeas with Spinach,6106,100.0,100.0,162.79,25,4,13,True,True,True,True,True,False,455.82,13.1,1.65,67.95,15.47,0.0,618.8,21.85
206,246392,Quick Beef Stew with Mushrooms and White Beans,401,100.0,100.0,392.8,50,4,10,True,False,False,True,True,False,487.13,13.8,3.35,36.34,6.46,100.36,241.99,3.18
207,877657,"Colorful Beet Salad with Carrot, Quinoa & Spinach",104351,100.0,90.0,388.48,45,2,23,True,True,True,True,True,False,794.22,44.98,5.61,82.02,28.14,0.0,436.21,23.74
208,746105,Braised Kale and Tomatoes,2861,100.0,100.0,89.97,35,4,4,True,True,False,True,True,True,169.34,11.87,1.69,13.61,3.88,1.35,292.36,5.05
209,416678,Terrific Trail Mix,190,100.0,100.0,127.88,45,4,15,True,True,True,True,True,False,600.26,44.64,4.86,41.02,9.55,0.0,267.19,20.05
210,249765,Healthy Black Bean Salad with Creamy Avocado Dressing,835,100.0,86.0,195.7,5,4,12,True,True,True,True,True,False,461.43,13.24,2.22,67.53,5.31,0.0,212.74,24.66
211,195529,The Greenie,359,100.0,90.0,112.89,10,3,0,True,True,True,True,True,False,123.81,0.78,0.11,31.35,17.64,0.0,30.73,2.99
212,811088,Pistachio Crusted Salmon with Pesto,532,100.0,100.0,631.23,19,2,18,True,False,False,True,False,False,665.02,50.69,7.38,11.42,2.84,96.9,482.72,43.37
213,579014,Kale Pesto,363,100.0,87.0,84.98,8,8,4,True,False,False,True,False,False,156.69,13.57,2.45,5.65,0.28,4.25,189.55,5.45
214,227961,Cajun Spiced Black Bean and Sweet Potato Burgers,1802,100.0,100.0,64.03,20,4,5,True,True,True,True,True,False,223.74,1.48,0.3,42.46,2.42,0.0,49.79,11.91
215,584449,Lemon Quinoa Salad with Pistachios & Sun-Dried Tomatoes,12098,100.0,97.0,200.14,30,3,10,True,True,True,True,True,False,392.44,17.91,2.33,48.85,7.13,0.0,146.3,12.26
216,773589,Ratatouille,21481,100.0,100.0,461.29,45,3,11,True,True,True,True,True,True,543.26,30.28,4.27,66.2,31.76,0.0,267.74,11.39
217,521545,Warm Lentil Salad Speckled W/ Kale and Pomegranate Seeds,323,100.0,90.0,104.81,50,6,4,True,True,True,True,True,True,189.6,12.81,1.73,17.89,8.06,0.0,227.28,3.82
218,496991,Carrot Mango and Kiwi Smoothie,9736,100.0,73.0,340.44,5,1,3,True,True,True,True,True,True,304.42,1.93,0.27,73.3,48.13,0.0,162.87,5.67
219,516337,On-the-Go Green Smoothie,262,100.0,100.0,216.15,5,1,3,True,True,False,True,False,False,254.99,2.88,0.39,51.66,19.28,1.48,90.85,12.37
220,701765,Salsa roja (roasted red salsa),107693,100.0,93.0,609.01,45,1,4,True,True,True,True,True,True,342.56,2.89,0.46,75.4,40.32,0.0,7054.6,14.93
221,695463,Garlic Roasted Salmon & Brussels Sprouts,21620,100.0,100.0,471.09,45,6,7,True,False,False,True,True,False,372.46,18.97,2.82,12.37,2.39,83.16,479.46,3.09
222,775954,Roast Salmon and Broccoli with Chile-Caper Vinaigrette,20741,100.0,100.0,460.43,45,4,8,True,False,False,True,True,False,429.99,25.5,3.68,12.48,3.51,93.55,436.98,38.85
223,511513,Fall Harvest Brussels Sprouts,2028,100.0,73.0,95.64,18,4,2,True,True,True,True,True,False,140.35,4.48,0.49,25.13,14.86,0.0,68.45,3.03
224,496401,Healthy Southwestern Salad,209,100.0,100.0,156.05,10,6,8,True,True,True,True,True,False,292.61,15.86,2.32,34.89,4.22,0.0,217.89,9.78
225,710652,Sautéed Chard with Parsnip,192,100.0,100.0,139.16,18,2,4,True,True,True,True,True,True,228.05,14.68,2.03,23.31,7.15,0.0,426.5,4.22
226,730496,"Mushroom, Lemon and Lentil Salad",116220,100.0,100.0,149.18,70,2,9,True,True,True,True,True,False,335.64,15.15,2.1,35.78,4.32,0.0,225.11,17.51
227,758270,Broccoli Stir-Fry with Ginger-Avocado Sauce,9974,100.0,100.0,262.05,45,4,11,True,True,False,True,True,False,420.3,27.26,6.39,42.71,14.82,0.0,456.64,12.02
228,620343,"Kale Salad with Butternut Squash, Blue Cheese & Honey-Cider Vinaigrette",491,100.0,82.0,70.4,15,4,4,True,True,False,True,False,False,148.36,10.1,2.61,12.17,3.68,6.33,153.38,4.54
229,615661,Roasted Vegetables,4254,100.0,100.0,132.95,20,4,3,True,True,True,True,True,True,165.71,7.68,1.1,22.87,8.88,0.0,223.65,4.93
230,884531,Pesto Salmon and Italian Veggies in Foil,29039,100.0,100.0,618.59,45,4,7,True,False,False,True,True,True,395.76,20.27,3.2,16.03,8.34,94.75,423.42,38.12
231,547977,"Quinoa Salad with Roasted Sweet Potatoes, Kale, Dried Cranberries, & Red Onion",8063,100.0,93.0,109.51,30,6,7,True,True,True,True,True,False,285.29,4.57,0.59,55.36,13.69,0.0,284.68,7.39
232,667972,kale and quinoa salad with ricotta salata,12673,100.0,100.0,312.74,30,2,8,True,True,False,True,False,False,390.59,19.02,3.58,43.54,12.3,14.46,86.08,17.97
233,485422,Poached Salmon,574,100.0,99.0,641.51,15,1,9,True,False,False,True,True,False,427.66,14.57,2.28,14.72,5.51,124.74,307.51,6.18
234,508476,Baked Quinoa Casserole with Chicken and Broccoli,14186,100.0,100.0,353.34,45,4,12,True,False,False,True,False,False,597.01,20.93,6.64,45.69,8.65,96.55,886.43,56.98
235,717153,Vegetarian Slow Cooker Lentils,11330,100.0,94.0,155.27,215,4,9,True,True,True,True,True,False,337.63,1.93,0.6,61.09,8.38,0.0,1186.81,19.39
236,548281,Raspberry Coconut Smoothie,974,100.0,90.0,458.82,5,1,26,True,True,True,True,True,True,976.01,75.05,8.4,60.86,18.77,0.0,17.07,33.19
237,548502,Smashed Chickpea & Avocado Salad Sandwich,177334,100.0,54.0,104.72,10,3,8,True,True,True,False,True,False,305.26,13.55,1.93,37.59,2.28,0.0,706.26,12.09
238,758376,Stuffed Grape Leaves Casserole,4629,100.0,100.0,149.06,45,8,8,True,True,True,True,True,False,311.82,11.57,1.57,48.77,6.64,0.0,120.86,7.63
239,964239,Winter Detox Moroccan Sweet Potato Lentil Soup (Slow Cooker),71896,100.0,100.0,124.41,375,8,5,True,True,True,True,True,False,233.76,1.79,0.44,41.36,5.91,0.0,117.63,14.86
240,537977,Avocado Artichoke Arugula & Spinach Salad,361,100.0,100.0,405.35,10,1,12,True,True,True,True,True,True,524.58,40.13,4.08,23.03,4.85,0.0,451.96,22.74
241,814350,Roasted Sweet Potato and Cauliflower Rice Collard Wraps,3252,100.0,73.0,151.32,15,4,10,True,True,True,True,True,False,311.53,20.29,5.33,30.37,7.58,0.0,77.82,7.11
242,483755,Blueberry Kale Power Smoothie,1171,100.0,83.0,227.2,5,1,4,True,False,False,True,False,False,228.13,5.61,1.6,38.58,23.34,7.35,102.11,10.38
243,855493,Peanut Butter and Jelly Protein Smoothie,4043,100.0,77.0,342.96,5,1,7,True,True,True,True,True,False,327.16,14.68,2.38,38.51,20.66,0.0,193.71,13.18
244,556595,"Roasted Butternut Squash with Garlic, Sage and Pine Nuts",3938,100.0,100.0,139.15,60,6,3,True,True,True,True,True,True,223.84,12.7,1.3,28.76,5.4,0.0,397.27,3.97
245,519858,Ham and Bean Soup,2389,100.0,100.0,91.63,135,4,8,True,False,False,True,True,False,330.13,8.29,2.7,42.51,8.16,26.39,681.91,22.36
246,549376,How to Fight a Cold- Cold Buster Green Smoothie,1010,100.0,77.0,98.75,2,2,2,True,True,True,True,True,True,175.85,0.73,0.14,43.1,29.47,0.0,38.19,3.09
247,695172,Inside-Out Lasagna,5585,100.0,100.0,189.18,25,4,10,True,False,False,False,False,False,384.35,8.88,3.05,60.37,9.15,14.3,540.0,19.08
248,507912,Basic Green Smoothie,2935,100.0,69.0,86.31,5,2,0,True,True,True,True,True,True,123.09,0.56,0.12,31.37,18.9,0.0,38.01,2.56
249,547774,Goat Cheese Lemon Pasta with Kale,6680,100.0,100.0,222.34,25,4,12,True,True,False,False,False,False,469.07,12.96,5.95,72.96,0.89,16.3,364.4,22.87
250,758159,Stuffed Eggplant with Lentils and Millet,5875,100.0,100.0,200.46,45,4,9,True,True,True,True,True,False,388.56,17.62,2.17,50.23,12.94,0.0,37.78,12.24
251,584126,"Hearty Lentil, Kale & Potato Soup",1439,100.0,77.0,134.71,50,4,7,True,True,True,True,True,False,297.06,4.42,0.63,50.04,6.23,0.0,1774.82,15.97
252,530096,Chocolate Protein ‘Frosty’,194,100.0,100.0,165.67,2,1,1,True,False,False,True,True,False,230.97,2.24,0.97,41.59,23.15,35.29,129.56,19.3
253,725831,Vegetable Kebabs,3436,100.0,94.0,72.16,75,5,2,True,True,True,True,True,False,124.58,0.78,0.14,25.39,3.65,0.0,263.04,5.84
254,251617,Brine-pickled Beets with Ginger and Orange,1437,100.0,84.0,378.74,12,2,2,True,True,False,True,True,False,327.96,1.66,0.36,73.87,43.23,0.0,442.32,11.76
255,559371,Healthy Grains: Quinoa Tabouli,15190,100.0,91.0,159.5,45,6,5,True,True,True,True,True,False,198.81,9.16,1.24,24.86,2.55,0.0,212.95,5.73
256,723422,Basil and Mint Squash Noodles,233,100.0,100.0,233.5,10,2,1,True,True,True,True,True,True,115.88,4.96,0.77,16.88,10.85,0.0,206.54,5.99
257,718365,Southwestern Collard Wrap with Chicken and Avocado,218,100.0,100.0,210.82,10,1,7,True,False,False,True,True,False,340.72,10.13,1.66,33.26,1.99,48.19,66.91,30.27
258,196136,Lentil and Carrot Salad with Kale,597,100.0,79.0,77.66,50,6,4,True,True,True,True,True,False,192.22,5.34,0.74,27.49,3.88,0.0,705.5,9.74
259,529531,The “Zen” Quinoa Bowl (gluten free & can be made vegan!),15222,100.0,100.0,481.02,15,1,7,True,True,False,True,True,False,422.53,10.76,1.44,54.76,10.13,0.0,993.64,33.45
260,758629,Cuban Black Bean and Potato Soup,2995,100.0,100.0,124.9,45,6,7,True,True,True,True,True,False,340.97,1.67,0.35,64.58,6.55,0.0,213.38,19.57
261,754937,Vegan Cream of Broccoli Soup,2784,100.0,97.0,88.53,45,6,3,True,True,True,True,True,False,144.61,5.65,0.78,19.64,5.56,0.0,237.94,5.79
262,618266,No Noodle Pad Thai,7818,100.0,100.0,274.94,30,4,10,True,True,False,True,True,False,379.98,21.56,1.97,36.41,20.66,0.0,631.4,18.47
263,548563,"Spinach, Ham and Egg Whites Frittata – 2 Points",3896,100.0,100.0,157.4,45,6,1,True,False,False,True,False,False,105.29,1.68,0.75,7.35,1.54,8.55,590.96,15.12
264,694940,Tofu with Peanut-Ginger Sauce,4246,100.0,100.0,169.21,25,4,5,True,True,False,True,True,False,204.87,10.33,1.66,16.47,6.92,0.0,283.55,14.81
265,617457,Banana Bread in a Bowl,1790,100.0,74.0,131.45,15,1,11,True,True,False,False,False,False,421.57,13.74,4.32,69.77,31.12,18.3,320.43,1.38
266,492564,Falafel Burgers with Feta Tzatziki Sauce,6395,100.0,71.0,254.51,50,6,15,True,False,False,False,False,False,559.15,20.99,3.9,74.93,8.96,8.8,1395.31,21.24
267,591184,Pumpkin Smoothie,379,100.0,89.0,154.19,5,1,9,True,True,False,True,True,False,360.89,9.72,1.14,62.8,40.55,0.0,127.48,11.12
268,548173,"Kale, Strawberry & Avocado Salad with Lemon Poppy Seed Dressing",22446,100.0,88.0,160.01,10,4,8,True,True,False,True,False,False,289.0,23.16,3.97,17.98,4.58,8.34,216.84,8.08
269,746379,"Kale Chips, Three Ways",1703,100.0,100.0,80.88,50,6,2,True,True,False,True,False,False,109.06,7.96,1.38,7.15,0.29,4.33,269.57,5.01
270,515632,Pan Seared Salmon with Roasted Corn Salsa Served over Black Lentils + Relished Foods Delivery Giveaway–OVER,438,100.0,100.0,709.45,15,2,14,True,False,False,True,True,False,654.15,12.94,1.85,75.04,6.62,93.5,85.77,61.46
271,488426,"peanut chutney , how to make peanut chutney | quick peanut chutney",161,100.0,100.0,140.96,12,1,11,True,True,True,True,True,False,407.27,22.05,3.17,39.96,2.62,0.0,365.41,17.8
272,507145,Citrus Kale Salad,116,100.0,100.0,85.38,10,4,2,True,True,True,True,True,False,139.19,3.8,0.35,24.51,10.47,0.0,44.74,6.45
273,721012,Minty Green Shamrock Shake Smoothies,281,100.0,100.0,351.83,5,1,24,True,True,True,True,True,True,935.84,71.38,5.51,59.11,20.27,0.0,33.17,0.34
274,791918,Teriyaki Salmon & Broccoli Bowls,307,100.0,100.0,407.04,30,4,12,True,False,False,True,True,False,498.4,11.56,2.62,71.3,1.23,62.37,64.68,30.81
275,586040,Low-Fat Guacamole Dip,345,100.0,100.0,493.09,15,1,24,True,True,True,True,True,False,890.76,60.34,8.79,82.29,23.37,0.0,1998.84,23.44
276,596112,Spinach Pineapple Green Smoothie,185,100.0,99.0,163.81,5,3,0,True,False,False,True,True,True,157.64,1.73,0.13,35.45,25.55,0.0,199.91,4.81
277,205931,The Crisper Whisperer: A Seriously Delicious 'Green' Smoothie,336,100.0,95.0,262.53,5,2,1,True,True,True,True,True,True,239.33,4.19,0.38,51.74,29.96,0.0,28.29,5.27
278,759049,Curried Red Lentil Soup with Lemon,3177,100.0,98.0,118.47,45,6,6,True,True,True,True,True,False,265.49,1.05,0.17,48.3,6.98,0.0,680.54,16.82
279,812306,Oven Roasted Sea Bass,17261,100.0,100.0,605.59,22,2,7,True,False,False,True,True,False,364.33,15.68,2.28,19.53,8.31,136.08,1468.32,40.72
280,871514,Moroccan Carrot Red Lentil Soup,194,100.0,100.0,198.33,50,4,11,True,True,True,True,True,False,464.64,8.6,1.19,72.99,12.48,0.0,1200.9,25.34
281,251124,Flu Prevention and Cultured Veggies,5171,100.0,67.0,133.99,5,4,0,True,True,True,True,True,True,174.56,0.79,0.17,40.13,12.14,0.0,945.67,5.84
282,814308,Spring Cleaning Detox Salad,5547,100.0,100.0,235.35,45,3,10,True,True,True,True,True,False,371.24,29.15,3.65,27.47,12.2,0.0,163.27,5.72
283,246186,Sautéed Swiss Chard with Mustard Seeds,132,100.0,100.0,109.4,13,2,3,True,True,True,True,True,False,122.1,9.29,1.12,7.37,2.13,0.0,417.72,4.17
284,758507,Stuffed Portobello Mushrooms with Farro,5845,100.0,100.0,248.13,45,6,7,True,True,False,False,False,False,260.32,10.12,3.49,35.21,2.38,8.69,139.92,10.36
285,507177,Linguine with Garlicky Kale and White Beans,2683,100.0,97.0,92.61,45,4,11,True,True,True,False,True,False,421.11,11.94,1.67,66.54,1.6,0.0,547.49,16.33
286,837690,Strip Steaks with Smoky Cilantro Sauce & Roasted Vegetables,3922,100.0,76.0,412.69,50,4,15,True,False,False,True,True,False,527.6,34.14,9.66,30.43,7.72,69.17,606.17,28.64
287,729483,How to Make a Sustainable Smoothie (4 Seasonal !),269,100.0,96.0,216.7,5,1,5,True,True,True,True,True,False,248.99,8.89,4.18,31.51,23.25,0.0,155.35,13.98
288,495515,Peanutty Quinoa Bowls for Two + How To Make Your Own Baked Tofu,11982,100.0,100.0,466.83,20,2,18,True,True,True,True,True,False,794.25,35.26,5.32,73.04,18.06,0.0,2067.2,55.42
289,478980,Meatless Monday: Thai Peanut Slaw,428,100.0,83.0,97.23,10,6,2,True,False,False,True,True,False,135.26,6.56,1.03,16.16,6.71,0.0,550.21,6.23
290,666468,Roasted Potatoes with Lemon Olive Oil,7496,100.0,91.0,123.79,45,6,3,True,True,True,True,True,True,157.52,4.1,0.57,27.65,4.06,0.0,19.4,5.21
291,602938,mango romaine smoothie {smoothie saturday},203,100.0,100.0,233.89,5,3,1,True,True,True,True,True,True,197.05,1.62,0.52,45.89,33.08,0.0,177.57,5.52
292,583232,Strawberry Avocado Spinach Salad with Strawberry Vinaigrette #SundaySupper,1582,100.0,84.0,516.32,10,2,22,True,True,True,True,True,False,706.67,47.88,5.53,68.08,42.19,0.0,59.46,13.49
293,247233,Avocado Heirloom Tomato Salad,1124,100.0,81.0,246.74,5,1,10,True,True,True,True,True,True,344.28,29.72,4.31,22.07,4.61,0.0,59.15,5.12
294,532391,Quinoa and Avocado Chimichurri Salad for Food Bloggers Against Hunger,9891,100.0,100.0,425.35,45,2,27,True,True,False,True,False,False,870.03,64.56,11.32,64.84,4.39,16.69,1428.16,16.96
295,592001,Crunchy Asian Salad,978,100.0,96.0,41.94,20,6,4,True,True,True,False,True,False,178.32,12.32,1.92,12.89,4.84,0.0,43.1,8.13
296,548113,"Kale Salad with Citrus, Avocado, and Feta",4275,100.0,68.0,148.83,10,4,6,True,True,False,True,False,False,250.73,17.27,3.93,23.14,11.76,11.13,165.29,5.33
297,548512,Crock Pot Beef and Broccoli – 8 Points,202957,100.0,94.0,160.09,495,6,6,True,False,False,True,True,False,296.04,5.56,1.42,37.47,3.81,46.12,731.18,25.21
298,758622,One-Pot Pasta Primavera,3802,100.0,100.0,189.24,45,4,9,True,False,False,False,True,False,369.57,12.15,1.76,55.62,7.42,0.0,49.19,11.53
299,580696,"Roasted Broccoli, Arugula and Lentil Salad",281,100.0,100.0,416.51,50,2,11,True,False,False,True,False,False,578.34,22.77,6.29,67.48,13.01,17.0,770.28,36.64
300,548686,Sauteed Kale – 0 Points,1003,100.0,69.0,51.23,15,4,0,True,True,True,True,True,True,37.04,0.63,0.09,7.58,1.59,0.0,358.4,2.14
301,547949,Green Smoothie,26085,100.0,60.0,152.43,5,2,0,True,True,False,True,False,False,156.25,0.82,0.16,34.85,22.09,1.67,37.54,6.4
302,552526,Creamy Pumpkin Pasta with Parmesan & Sage,5155,100.0,100.0,247.85,20,2,11,True,False,False,False,False,False,484.52,9.9,3.44,86.89,9.26,8.5,224.39,20.13
303,588592,Strawberry tabouleh,167,100.0,100.0,179.31,10,2,6,True,True,False,False,True,False,230.42,17.54,1.99,21.06,6.39,0.0,201.85,5.58
304,562999,"Penne with Butternut Squash, Kale, and Goat Cheese {12 Weeks of Winter Squash}",4867,100.0,97.0,173.53,45,6,12,True,False,False,False,False,False,474.7,11.88,4.61,75.27,6.32,12.47,380.96,19.02
305,494665,Blueberry Almond Butter Smoothies,15976,100.0,66.0,271.39,5,2,13,True,False,False,True,False,False,558.54,38.28,3.97,47.07,26.95,7.96,156.32,17.14
306,584689,Roasted Mushroom & Romaine Salad {Vegan},3564,100.0,100.0,183.14,30,2,7,True,True,True,True,True,False,217.82,16.4,1.82,15.75,7.13,0.0,197.54,6.45
307,249221,Spinach and Artichoke Hummus,18550,100.0,63.0,194.73,15,4,9,True,False,False,True,False,False,420.33,31.04,4.76,25.38,1.89,4.25,1022.14,12.44
308,536351,Sesame Ginger Steamed Broccoli,469,100.0,70.0,30.25,10,4,0,True,True,True,True,True,True,51.66,1.68,0.22,7.96,1.96,0.0,48.17,3.32
309,715263,Spaghetti with No-Cook Tomato Sauce and Hazelnuts,8406,100.0,98.0,296.71,45,4,16,True,True,False,False,False,False,614.87,25.63,3.48,81.24,12.62,3.61,625.63,17.73
310,700113,"Baked Snapper with Harissa, New Potatoes, and Spring Onions",7074,100.0,100.0,350.23,45,4,10,True,False,False,True,True,True,435.36,23.45,3.42,17.01,1.23,62.94,417.66,38.33
311,613442,Easy Swiss Chard,4565,100.0,91.0,90.51,20,2,4,True,True,True,True,True,True,155.4,14.35,1.98,6.27,1.69,0.0,320.14,2.83
312,505083,Chipotle Chicken & Quinoa Stuffed Acorn Squash (+ giveaway),3041,100.0,100.0,167.25,60,2,10,True,False,False,True,True,False,452.65,17.83,5.96,53.09,8.2,52.5,307.38,25.17
313,488307,kachumber salad or kuchumber salad – indian vegetable salad,284,100.0,100.0,462.57,15,1,2,True,True,True,True,True,True,279.26,2.83,0.35,68.74,30.31,0.0,236.25,11.61
314,609875,Quinoa With Peppers And Beans,2658,100.0,98.0,123.35,30,4,9,True,True,False,True,True,False,349.2,10.37,1.43,51.48,3.77,0.0,397.34,13.73
315,794388,Asian Chicken Salad,328,100.0,100.0,596.11,10,4,10,True,False,False,False,True,False,645.01,25.27,4.66,36.73,12.94,146.2,428.64,72.64
316,626747,Lemon Lime Green Smoothie,126,100.0,98.0,95.23,5,1,0,True,True,True,True,True,True,187.67,1.19,0.23,46.88,25.0,0.0,34.52,4.93
317,759641,White Bean and Kale Soup,2199,100.0,100.0,127.56,45,6,5,True,True,True,True,True,False,259.72,3.58,0.6,46.45,2.74,0.0,650.36,13.21
318,247081,Sautéed Kale with Tahini Sauce,1674,100.0,100.0,101.34,25,4,6,True,True,True,True,True,True,245.31,18.06,2.48,18.12,1.9,0.0,99.51,8.33
319,591320,Sweet Potato and Kale Salad,1427,100.0,100.0,88.64,50,4,6,True,True,True,True,True,False,203.45,8.18,0.91,28.28,5.38,0.0,86.39,0.94
320,798210,Cheesy” Mexican Quinoa,2403,100.0,69.0,115.8,50,8,4,True,True,True,True,True,False,195.29,3.59,0.43,33.72,6.82,0.0,427.34,8.54
321,482788,Garlicky Pasta with Swiss Chard and Beans,3213,100.0,100.0,183.15,35,4,13,True,False,False,False,False,False,518.72,12.85,5.71,77.27,6.09,20.4,804.73,30.02
322,758060,Wild Rice-Stuffed Pumpkin,4453,100.0,100.0,246.16,45,12,9,True,True,True,True,True,False,391.2,11.99,1.55,64.26,11.05,0.0,79.34,12.95
323,630676,"Brussels Sprouts Salad with Hazelnuts, Parmesan, and Pomegranate Molasses Vinaigrette",4082,100.0,100.0,227.86,45,6,6,True,False,False,True,False,False,302.69,17.7,3.4,28.09,10.5,8.03,454.06,13.68
324,519403,Roasted Brussels Sprouts with Balsamic & Orange,3187,100.0,100.0,183.87,45,2,3,True,True,True,True,True,False,183.19,7.68,1.11,25.99,9.93,0.0,252.42,7.7
325,227021,CHICKEN STEW (POLLO SUDADO),1338,100.0,100.0,85.37,45,4,7,True,False,False,True,True,True,256.95,4.25,3.03,48.04,3.22,1.24,204.18,10.19
326,502304,Two make-ahead mason jar salads {for winter},980,100.0,83.0,303.09,15,2,11,True,True,False,True,False,False,579.68,20.36,5.44,87.07,12.92,16.69,1000.72,23.85
327,607296,Gena’s Hemp Seed Tabouli,276,100.0,97.0,313.34,10,4,9,True,True,True,True,True,True,384.74,29.84,2.06,10.59,3.55,0.0,161.71,20.27
328,842512,Spaghetti Aglio e Olio with Lots of Kale,2790,100.0,100.0,165.9,45,4,13,True,True,True,False,True,False,552.54,16.89,2.33,85.12,5.58,0.0,494.01,19.62
329,758576,Bok Choy Skillet Supper,6451,100.0,100.0,351.86,45,4,4,True,True,True,False,True,False,269.11,4.63,0.65,48.67,12.45,0.0,791.19,18.71
330,516903,Healthy Macaroni and Cheese: Makeover,1443,100.0,100.0,92.83,40,6,9,True,False,False,False,False,False,334.71,9.39,5.18,49.48,4.53,24.78,418.92,17.94
331,867819,"Carrot, Ginger, and Lime Juice",430,100.0,84.0,127.11,45,2,0,True,True,True,True,True,True,242.83,1.41,0.22,57.49,27.45,0.0,392.28,5.46
332,697589,Chopped Salad al Tonno,194,100.0,100.0,266.8,15,4,5,True,False,False,True,True,True,278.5,14.6,2.09,13.45,6.94,25.51,323.1,25.0
333,759598,Butternut Squash and Chickpea Stew with Couscous,2109,100.0,100.0,131.89,45,6,9,True,True,True,False,True,False,429.84,8.37,1.07,76.79,5.76,0.0,445.08,15.21
334,577539,Black Bean and Guac Burrito,43214,100.0,85.0,243.97,25,2,18,True,True,True,False,True,False,601.22,32.63,5.0,70.89,5.8,0.0,932.46,15.23
335,478556,"Roasted Broccoli with Toasted Almonds, Lemon & Pecorino Cheese",2715,100.0,100.0,166.76,35,4,5,True,True,False,True,False,False,299.73,15.52,2.38,31.94,9.76,6.5,384.58,16.22
336,556449,Breadcrumb stuffed tomatoes,599,100.0,81.0,135.21,10,6,4,True,True,True,True,True,True,173.72,14.57,2.01,10.17,6.46,0.0,208.71,2.18
337,573596,Almond Butter Cup,289,100.0,100.0,540.92,4,1,11,True,False,False,True,True,False,591.91,21.84,4.57,30.57,14.81,168.63,577.11,73.26
338,758878,Grilled Vegetable Wrap,7578,100.0,94.0,210.76,45,2,9,True,True,True,True,True,False,345.37,11.04,1.95,51.42,9.85,0.0,423.78,12.58
339,517474,Roasted Butternut Squash with Sage,1838,100.0,100.0,119.07,60,6,3,True,True,True,True,True,True,198.6,10.13,1.12,28.27,5.27,0.0,397.2,3.46
340,537874,Stripped Green Juice,242,100.0,100.0,405.39,10,2,1,True,True,True,True,True,True,242.05,2.73,0.34,56.24,28.19,0.0,76.84,9.68
341,765310,Lemony Herb-Loaded Chopped Greek Salad,4158,100.0,100.0,256.22,45,4,14,True,True,True,True,True,False,504.76,20.22,2.81,68.27,8.01,0.0,484.46,16.95
342,496312,Shaved Brussel Sprouts with Lemon Vinaigrette,8697,100.0,66.0,229.97,15,2,8,True,True,True,True,True,False,322.03,21.66,2.59,29.83,10.45,0.0,150.82,9.48
343,553576,Broccolini and mushroom stir-fry,1097,100.0,80.0,260.72,15,4,10,True,False,False,True,True,False,355.15,13.46,1.95,49.85,5.23,0.0,397.58,10.93
344,224967,Parmesan-roasted potatoes,225592,100.0,70.0,93.81,60,6,10,True,False,False,False,False,False,346.23,16.35,4.47,38.53,0.19,11.33,297.68,13.77
345,602969,Low Calorie Strawberry Banana Kale Smoothie,102,100.0,100.0,96.24,5,2,1,True,True,True,True,True,True,115.76,4.22,0.33,16.41,5.56,0.0,26.19,6.23
346,770426,Sherla's Southern Greens,1837,100.0,100.0,120.31,70,8,8,True,False,False,True,True,False,342.0,24.29,4.53,12.91,2.54,53.18,269.78,20.06
347,695410,Almond-&-Lemon-Crusted Fish with Spinach,7412,100.0,100.0,441.77,25,4,5,True,False,False,True,True,True,306.7,14.18,1.44,13.86,4.57,60.95,807.89,33.37
348,702808,Cinnamon Pecan Roasted Butternut squas,2891,100.0,100.0,190.0,40,4,10,True,True,True,True,True,False,437.23,25.21,2.6,56.12,20.32,0.0,16.4,5.7
349,248971,Quinoa Tabbouleh Salad,20506,100.0,82.0,117.62,30,4,6,True,True,True,True,True,False,239.94,9.9,1.31,31.95,2.04,0.0,211.48,7.07
350,687533,Roasted Butternut Squash Kale Sauté,132,100.0,100.0,153.51,50,4,5,True,True,True,True,True,False,314.73,18.16,2.01,38.65,11.51,0.0,239.78,7.28
351,758034,Hemp Hummus Pita Pockets,2997,100.0,100.0,202.36,45,2,12,True,True,True,False,True,False,445.68,15.05,1.25,56.8,8.4,0.0,167.58,23.02
